#    Z                A               B               C                     sigma_A      sigma_B      sigma_C  
  1.4500e-02 	  2.9714e-03 	  8.2406e+00 	  4.3777e-01    	  5.1999e-04   1.7469e-01   1.0465e-02 
  1.4600e-02 	  2.9883e-03 	  8.2370e+00 	  4.3819e-01    	  5.2344e-04   1.7483e-01   1.0493e-02 
  1.4700e-02 	  3.0084e-03 	  8.2324e+00 	  4.3869e-01    	  5.2742e-04   1.7496e-01   1.0523e-02 
  1.4800e-02 	  3.0206e-03 	  8.2304e+00 	  4.3902e-01    	  5.2999e-04   1.7511e-01   1.0546e-02 
  1.4900e-02 	  3.0365e-03 	  8.2272e+00 	  4.3941e-01    	  5.3330e-04   1.7526e-01   1.0573e-02 
  1.5000e-02 	  3.0555e-03 	  8.2230e+00 	  4.3988e-01    	  5.3705e-04   1.7541e-01   1.0602e-02 
  1.5100e-02 	  3.0755e-03 	  8.2185e+00 	  4.4037e-01    	  5.4120e-04   1.7560e-01   1.0636e-02 
  1.5200e-02 	  3.0875e-03 	  8.2166e+00 	  4.4068e-01    	  5.4383e-04   1.7579e-01   1.0661e-02 
  1.5300e-02 	  3.1039e-03 	  8.2133e+00 	  4.4108e-01    	  5.4739e-04   1.7598e-01   1.0691e-02 
  1.5400e-02 	  3.1228e-03 	  8.2092e+00 	  4.4155e-01    	  5.5153e-04   1.7623e-01   1.0727e-02 
  1.5500e-02 	  3.1366e-03 	  8.2067e+00 	  4.4188e-01    	  5.5421e-04   1.7631e-01   1.0747e-02 
  1.5600e-02 	  3.2040e-03 	  8.1874e+00 	  4.4310e-01    	  5.7317e-04   1.7852e-01   1.0945e-02 
  1.5700e-02 	  3.2169e-03 	  8.1852e+00 	  4.4342e-01    	  5.7612e-04   1.7869e-01   1.0970e-02 
  1.5800e-02 	  3.2367e-03 	  8.1810e+00 	  4.4387e-01    	  5.8007e-04   1.7882e-01   1.0999e-02 
  1.5900e-02 	  3.2591e-03 	  8.1760e+00 	  4.4440e-01    	  5.8468e-04   1.7896e-01   1.1033e-02 
  1.6000e-02 	  3.2747e-03 	  8.1731e+00 	  4.4477e-01    	  5.8808e-04   1.7916e-01   1.1062e-02 
  1.6100e-02 	  3.2920e-03 	  8.1697e+00 	  4.4517e-01    	  5.9176e-04   1.7932e-01   1.1091e-02 
  1.6200e-02 	  3.3040e-03 	  8.1679e+00 	  4.4547e-01    	  5.9471e-04   1.7956e-01   1.1119e-02 
  1.6300e-02 	  3.3260e-03 	  8.1631e+00 	  4.4596e-01    	  5.9927e-04   1.7973e-01   1.1153e-02 
  1.6400e-02 	  3.3454e-03 	  8.1591e+00 	  4.4641e-01    	  6.0318e-04   1.7989e-01   1.1183e-02 
  1.6500e-02 	  3.3656e-03 	  8.1549e+00 	  4.4686e-01    	  6.0754e-04   1.8004e-01   1.1214e-02 
  1.6600e-02 	  3.3771e-03 	  8.1533e+00 	  4.4714e-01    	  6.1021e-04   1.8024e-01   1.1239e-02 
  1.6700e-02 	  3.3980e-03 	  8.1489e+00 	  4.4761e-01    	  6.1478e-04   1.8044e-01   1.1274e-02 
  1.6800e-02 	  3.4181e-03 	  8.1448e+00 	  4.4805e-01    	  6.1891e-04   1.8058e-01   1.1304e-02 
  1.6900e-02 	  3.4396e-03 	  8.1402e+00 	  4.4852e-01    	  6.2349e-04   1.8082e-01   1.1341e-02 
